N_bulk,Avg_bulk,BCN_10,BCN_11,BCN_12,BCN_13,BCN_14,BCN_15,FCC,HCP,DECA,q6q6_avg_bulk,q6q6_B0,q6q6_B1,q6q6_B2,q6q6_B3,q6q6_B4,q6q6_B5,q6q6_B6,q6q6_B7,q6q6_B8,q6q6_B9,q6q6_B10,q6q6_B11,q6q6_B12,q6q6_B13,q6q6_B14
4821,12.139,22,339,3459,944,56,0,1142,91,0,10.9743,60,30,32,34,47,50,58,91,160,159,283,565,2758,480,14
4880,12.1605,14,290,3534,981,57,3,1294,50,0,11.0209,58,54,30,41,50,38,53,93,105,173,248,505,2875,544,13
4963,12.1259,19,379,3579,918,62,3,1325,32,0,11.1094,42,25,31,38,41,59,83,75,118,148,236,552,2962,541,12
4747,12.15,23,315,3396,949,62,1,1269,37,0,11.1333,46,48,25,40,38,54,39,68,99,133,210,534,2850,545,18
5125,12.1563,18,260,3798,1002,46,1,1532,7,0,11.6201,30,18,8,13,21,26,27,39,49,76,149,484,3479,691,15
5313,12.1461,28,375,3792,1029,83,5,1288,59,0,11.0482,37,40,41,41,34,66,65,95,134,194,308,656,3019,571,12
5317,12.152,23,367,3782,1064,80,0,1344,59,0,10.9573,62,37,44,48,53,63,75,102,151,181,273,621,3011,574,22
5293,12.1935,11,247,3794,1189,52,0,1497,3,0,11.7865,9,13,3,7,16,18,14,28,41,60,173,495,3563,829,24
5349,12.1858,8,260,3858,1176,47,0,1509,5,0,11.6364,22,18,20,18,23,21,32,34,54,92,149,488,3541,824,13
5593,12.1353,40,439,3908,1126,78,0,1264,52,0,10.6451,83,67,49,71,62,80,108,130,197,273,324,655,2960,520,14
5584,12.1486,38,420,3878,1171,70,6,1291,58,0,10.7256,89,81,62,69,60,68,82,112,168,212,299,624,3049,596,13
5686,12.1365,33,369,4125,1094,60,2,1449,114,0,11.0927,50,33,30,33,49,55,82,109,141,223,292,632,3309,632,16
5693,12.1391,20,399,4108,1103,61,2,1543,26,0,11.2338,35,31,30,31,45,71,61,73,109,159,258,669,3478,622,21
5730,12.1323,27,372,4197,1077,52,3,1578,35,0,11.1742,46,42,37,50,32,41,55,114,113,170,271,640,3449,651,19
5808,12.157,16,303,4300,1132,56,1,1626,30,0,11.3872,27,35,19,28,28,43,48,72,86,157,258,624,3677,692,14
5924,12.1335,43,453,4155,1204,63,3,1531,47,1,10.9622,69,48,47,45,49,69,79,123,150,244,315,662,3367,643,14
5676,12.1772,21,338,4017,1207,88,3,1449,39,0,11.0816,68,37,50,50,50,58,69,95,115,153,257,618,3365,676,15
5963,12.167,17,317,4344,1227,54,4,1786,1,0,11.6732,29,23,12,18,9,23,29,30,40,100,173,599,4003,855,19
6031,12.132,33,495,4221,1207,69,5,1247,156,0,10.6035,88,68,53,73,71,105,121,148,197,284,385,812,3079,534,13
6108,12.1306,28,412,4475,1117,73,2,1623,43,0,11.1757,55,35,35,47,35,50,62,105,133,186,290,703,3703,655,14
6182,12.1682,25,306,4514,1281,54,1,1829,2,0,11.6713,28,26,17,16,23,16,34,41,50,99,160,517,4227,913,15
6408,12.1342,31,464,4585,1256,68,1,1625,34,0,11.0645,71,44,29,35,57,66,85,114,160,236,344,715,3768,673,11
6524,12.1521,24,401,4733,1290,71,4,1834,40,0,11.3032,43,34,28,23,34,53,67,98,126,155,339,737,4055,714,18
6523,12.1346,22,440,4781,1193,86,0,1777,83,0,11.0258,75,39,38,59,50,75,89,111,161,228,342,721,3916,606,13
6676,12.1448,27,408,4867,1305,65,1,1805,23,0,11.5064,26,24,25,13,24,25,53,67,117,146,306,703,4278,849,20
6718,12.135,20,461,4899,1262,70,4,1733,47,0,11.077,62,37,37,38,60,76,108,125,179,225,325,750,3971,712,13
6731,12.1266,34,445,4954,1235,59,4,1985,75,0,11.1775,66,40,39,49,40,57,73,98,153,199,306,721,4187,690,13
6832,12.1317,27,397,5124,1218,65,1,2056,0,0,11.6064,35,15,16,15,19,27,21,54,90,126,251,708,4599,836,20
6938,12.1327,24,475,5062,1293,77,3,1742,68,0,11.1522,60,42,40,42,44,58,87,123,148,209,373,826,4141,726,19
6893,12.1542,14,384,5099,1314,79,2,2067,4,0,11.6846,29,16,19,18,17,29,37,36,54,81,192,709,4694,929,33
7151,12.1331,33,475,5203,1367,68,1,1900,39,0,11.257,41,36,35,23,48,68,83,107,157,224,346,795,4397,770,21
6778,12.1607,32,411,4851,1395,86,1,1776,50,0,11.3386,51,43,30,40,40,60,74,74,83,180,256,754,4162,908,23
7105,12.1655,17,366,5213,1443,65,1,2115,4,0,11.6973,34,22,11,28,15,23,23,32,67,106,191,689,4793,1045,26
7289,12.1188,47,604,5155,1394,85,2,1761,86,0,10.7288,109,76,74,73,101,96,109,179,221,293,425,817,4000,698,18
7400,12.1261,38,530,5372,1383,75,2,1884,17,0,11.2909,60,35,31,44,43,57,74,91,131,196,348,862,4576,829,22
7715,12.139,42,548,5514,1516,91,3,2010,49,0,11.1406,61,49,48,51,62,82,82,122,165,278,384,857,4621,836,16
7750,12.1288,58,630,5410,1541,101,4,1823,68,0,10.3453,194,142,93,128,110,133,170,208,260,307,438,858,4006,692,11
7776,12.147,31,423,5788,1441,92,1,2186,4,0,11.5095,31,31,22,32,35,37,56,69,109,203,291,767,5095,975,23
7887,12.1293,36,613,5619,1534,84,1,2110,16,0,11.1151,72,63,47,55,61,86,92,123,189,250,389,846,4701,896,17
7844,12.127,38,498,5804,1431,68,3,2335,3,0,11.4938,39,36,30,30,29,38,55,73,92,190,308,811,5117,971,25
7898,12.1687,15,377,5834,1602,67,2,2380,2,0,11.7308,45,23,21,10,16,28,36,35,66,80,177,698,5453,1182,28
8127,12.1597,21,382,6073,1576,73,1,2612,8,0,11.6419,54,34,23,26,29,32,46,36,79,121,190,654,5630,1145,28
8013,12.1609,21,475,5821,1582,112,1,2301,46,0,11.2259,105,65,43,50,63,69,87,90,134,170,297,747,5126,936,31
8648,12.1186,33,619,6361,1546,84,2,2394,15,0,11.2723,74,50,49,35,55,79,103,101,145,231,369,893,5518,922,24
8742,12.1216,35,583,6500,1530,90,3,2389,24,0,11.1301,96,63,58,67,59,74,129,122,173,264,398,853,5473,896,17
8872,12.1265,41,562,6585,1595,85,1,2585,48,0,11.331,58,40,47,37,45,64,93,123,159,239,389,880,5722,956,20
8966,12.1205,41,585,6671,1584,80,3,2579,26,0,11.3586,74,43,41,47,58,57,71,114,138,192,369,883,5852,1003,24
9087,12.1358,50,601,6607,1716,108,3,2541,38,0,11.2637,72,51,52,50,56,73,84,137,184,236,412,1003,5595,1041,41
9000,12.1659,16,423,6723,1727,106,4,2756,3,0,11.7071,31,24,27,24,31,37,33,74,77,113,194,755,6275,1259,46
9315,12.1239,36,579,6977,1638,82,2,2804,45,0,11.4216,57,36,45,43,42,53,77,102,128,203,387,988,6092,1033,29
9326,12.1333,46,627,6791,1762,94,5,2395,99,0,11.0309,102,65,63,66,72,109,125,147,254,331,494,1069,5443,957,29
9382,12.115,43,656,6960,1622,98,2,2730,33,0,11.2711,75,47,43,59,47,82,96,144,181,230,420,985,5971,980,22
9404,12.1214,32,659,6938,1678,92,3,2543,10,0,11.3815,69,32,35,49,47,52,85,111,153,222,392,1068,6020,1048,21
9226,12.1594,26,509,6746,1844,97,1,2782,2,0,11.6912,52,19,24,22,30,31,33,60,78,121,249,859,6279,1329,40
9754,12.1211,42,717,7109,1783,98,3,2504,144,0,10.9671,96,88,64,81,100,118,154,164,234,319,594,1133,5632,956,21
9412,12.1669,27,550,6747,1993,91,2,2479,58,0,11.4949,44,27,36,35,46,67,72,90,122,195,387,1043,5918,1305,25
10033,12.1297,46,674,7333,1879,91,6,2858,37,0,11.2079,93,57,51,47,82,79,98,165,217,309,478,1028,6220,1088,21
10256,12.1206,55,694,7563,1841,98,2,2844,34,0,11.351,76,46,51,42,56,73,78,133,196,275,407,1030,6627,1138,27
10461,12.1188,42,654,7861,1809,89,2,3171,2,0,11.5134,57,36,37,30,38,41,66,94,125,248,381,1116,7005,1165,22
10531,12.1287,37,682,7794,1906,107,1,2926,29,0,11.403,75,46,35,53,49,55,99,105,176,264,430,1100,6777,1236,31
10433,12.1558,15,506,7860,1939,111,1,3308,7,0,11.7569,30,22,18,19,30,31,40,53,77,105,257,969,7339,1401,42
10722,12.1185,45,651,8091,1838,93,0,3240,67,0,11.487,67,45,32,39,41,60,76,79,152,249,369,1097,7191,1191,34
11128,12.1242,47,682,8334,1961,97,4,3213,71,0,11.3539,71,39,54,37,77,68,98,163,210,306,471,1113,7177,1216,28
11135,12.139,34,549,8475,1981,92,2,3506,1,0,11.777,42,19,16,14,22,30,30,47,76,131,277,1000,7900,1494,37
1059,11.9263,67,267,415,252,43,5,0,0,0,0.6516,615,281,109,36,10,5,3,0,0,0,0,0,0,0,0
1099,11.808,97,310,413,212,53,3,0,0,1,0.4904,718,282,66,18,8,4,2,1,0,0,0,0,0,0,0
3450,11.8383,249,959,1335,742,121,8,0,0,0,0.5606,2182,866,249,86,36,22,6,2,1,0,0,0,0,0,0
5533,11.7914,472,1578,2127,1053,232,9,0,0,0,0.4968,3668,1296,379,112,51,13,9,4,1,0,0,0,0,0,0
8521,11.8003,734,2360,3238,1734,324,22,1,0,1,0.508,5595,2013,613,183,73,24,15,3,0,2,0,0,0,0,0
10467,11.8035,899,2933,3996,2113,393,30,1,3,0,0.5474,6810,2393,796,269,113,52,20,8,5,0,1,0,0,0,0
10873,11.8155,882,2981,4206,2213,419,34,0,2,2,0.5218,7119,2552,781,246,106,40,14,10,3,1,1,0,0,0,0
11217,11.8196,917,3037,4381,2270,440,36,0,0,0,0.5173,7301,2670,864,240,77,35,18,7,2,2,0,1,0,0,0
11415,11.7905,972,3193,4397,2254,422,30,0,1,3,0.545,7327,2764,835,297,122,38,15,10,6,0,1,0,0,0,0
11541,11.8119,966,3170,4425,2354,458,29,1,0,0,0.5214,7486,2800,805,294,90,40,20,4,1,1,0,0,0,0,0
985,11.8782,79,264,360,214,56,2,0,0,0,0.5147,627,254,74,18,10,1,1,0,0,0,0,0,0,0,0
1000,11.929,61,269,381,221,57,3,0,0,0,0.475,670,234,61,25,7,2,1,0,0,0,0,0,0,0,0
3119,11.8743,236,829,1206,674,135,14,0,0,0,0.5165,2050,719,224,86,25,8,4,2,1,0,0,0,0,0,0
4775,11.8325,388,1297,1824,1002,203,8,0,0,0,0.5055,3149,1098,348,123,43,7,6,0,1,0,0,0,0,0,0
7989,11.7742,725,2303,2980,1588,275,28,0,1,1,0.5066,5261,1866,581,167,74,24,12,3,0,1,0,0,0,0,0
9759,11.8155,808,2693,3716,2017,375,32,0,1,0,0.5484,6281,2350,712,228,106,46,20,11,3,1,1,0,0,0,0
10345,11.8143,863,2810,4048,2064,416,26,1,0,1,0.5619,6581,2539,758,274,111,37,19,17,7,2,0,0,0,0,0
10715,11.8136,936,2899,4126,2150,450,32,0,0,0,0.5366,6891,2579,811,275,105,34,10,7,2,1,0,0,0,0,0
10916,11.8296,908,2926,4269,2221,443,37,0,0,0,0.557,6967,2618,862,279,114,41,16,14,3,0,1,0,1,0,0
11078,11.8174,934,2994,4375,2182,447,33,0,1,0,0.503,7285,2665,732,245,89,39,11,6,5,1,0,0,0,0,0
888,11.9471,56,224,349,215,40,1,0,0,0,0.6543,526,231,77,31,14,7,2,0,0,0,0,0,0,0,0
912,11.8618,69,229,384,181,39,2,0,0,0,0.5318,590,218,69,21,6,6,2,0,0,0,0,0,0,0,0
2119,11.8735,140,553,862,449,85,5,0,1,0,0.5427,1352,521,164,52,16,6,5,3,0,0,0,0,0,0,0
3183,11.8238,235,912,1195,657,128,13,0,0,1,0.491,2095,769,215,66,27,8,3,0,0,0,0,0,0,0,0
4606,11.8196,391,1215,1833,948,159,13,0,2,0,0.5497,2983,1067,349,128,43,18,9,5,4,0,0,0,0,0,0
6717,11.778,595,1935,2489,1309,277,19,0,0,0,0.5422,4328,1630,474,182,50,25,11,13,2,1,0,1,0,0,0
8289,11.8021,692,2306,3193,1651,311,32,0,2,0,0.5188,5376,2031,582,184,65,26,17,4,3,1,0,0,0,0,0
9593,11.8062,776,2687,3708,1891,391,22,1,0,1,0.5522,6122,2337,725,247,94,40,13,9,3,2,1,0,0,0,0
10145,11.8274,773,2804,4029,1970,421,38,0,3,0,0.5595,6510,2386,797,245,130,44,17,10,5,1,0,0,0,0,0
10525,11.8205,849,2823,4222,2089,389,37,1,3,0,0.5438,6757,2545,772,272,118,40,14,2,2,0,1,2,0,0,0
788,11.8642,58,198,293,189,29,4,0,1,0,0.5863,481,201,72,24,7,1,2,0,0,0,0,0,0,0,0
784,11.8737,63,202,303,166,39,3,0,0,0,0.6378,482,194,60,24,11,9,3,1,0,0,0,0,0,0,0
1655,11.8284,141,463,616,337,73,9,0,0,0,0.4779,1117,365,124,30,13,3,1,1,1,0,0,0,0,0,0
2223,11.8219,179,656,797,469,97,4,0,0,0,0.5371,1407,575,157,52,19,9,0,4,0,0,0,0,0,0,0
3397,11.8375,288,903,1303,694,157,13,0,0,1,0.4919,2278,788,213,65,26,15,6,4,0,1,1,0,0,0,0
4835,11.8364,394,1322,1816,1026,201,20,1,1,0,0.5543,3051,1201,379,134,50,14,2,0,2,0,1,1,0,0,0
6144,11.8001,528,1749,2295,1260,224,22,0,1,0,0.5259,3940,1531,449,141,54,18,7,2,1,1,0,0,0,0,0
7667,11.825,643,2044,3013,1582,291,18,0,0,0,0.4952,5096,1788,506,173,68,22,8,2,3,0,1,0,0,0,0
8760,11.8497,709,2329,3372,1868,358,35,0,0,0,0.5438,5595,2157,656,202,92,41,8,6,1,2,0,0,0,0,0
9615,11.8116,804,2626,3751,1884,401,30,0,0,2,0.5281,6252,2256,743,214,94,27,22,5,2,0,0,0,0,0,0
601,11.8003,43,170,223,130,21,1,0,0,0,0.4526,411,132,39,16,2,0,1,0,0,0,0,0,0,0,0
613,11.9494,36,145,263,137,29,0,0,0,0,0.5775,386,144,54,19,6,3,1,0,0,0,0,0,0,0,0
1209,11.9173,88,287,510,252,57,7,0,0,1,0.4839,808,287,70,25,15,2,1,1,0,0,0,0,0,0,0
1631,11.8387,115,466,622,330,70,7,0,0,0,0.4844,1071,391,120,40,6,3,0,0,0,0,0,0,0,0,0
2173,11.8587,160,582,869,448,89,5,0,0,1,0.5495,1404,513,153,57,32,9,4,1,0,0,0,0,0,0,0
3446,11.8456,266,919,1344,729,145,5,0,0,1,0.5357,2202,857,253,84,31,12,4,2,0,1,0,0,0,0,0
4469,11.8235,366,1231,1719,913,179,15,0,1,1,0.5549,2810,1129,346,120,39,15,6,1,2,1,0,0,0,0,0
5497,11.819,487,1501,2093,1104,241,18,0,2,0,0.5141,3633,1260,392,127,47,22,11,3,2,0,0,0,0,0,0
6826,11.8204,591,1857,2578,1458,256,17,0,1,1,0.5541,4331,1695,511,171,72,28,10,4,2,1,0,1,0,0,0
7954,11.8039,693,2191,3067,1618,280,25,0,0,0,0.5206,5189,1849,626,192,53,25,14,5,1,0,0,0,0,0,0
438,12.0228,19,108,168,104,29,4,0,0,0,0.4475,297,100,29,10,2,0,0,0,0,0,0,0,0,0,0
454,11.9119,33,111,178,104,21,2,0,0,0,0.6388,278,114,39,7,8,5,1,2,0,0,0,0,0,0,0
930,11.8978,69,232,364,201,52,1,0,0,0,0.5065,602,231,68,19,6,2,1,1,0,0,0,0,0,0,0
1388,11.8646,110,372,518,308,58,8,0,0,0,0.5022,916,321,104,28,11,8,0,0,0,0,0,0,0,0,0
2186,11.8376,175,582,844,472,83,5,1,0,0,0.5407,1413,515,169,52,24,8,2,0,2,1,0,0,0,0,0
2816,11.8793,225,728,1082,617,132,9,0,0,0,0.5309,1808,706,190,71,20,12,8,0,1,0,0,0,0,0,0
3572,11.8536,270,982,1383,719,170,14,0,0,0,0.5375,2287,872,258,110,33,7,2,1,2,0,0,0,0,0,0
4444,11.8396,345,1186,1755,916,184,8,0,0,0,0.6067,2692,1166,383,118,48,23,7,1,3,1,1,1,0,0,0
5387,11.8604,428,1433,2070,1146,238,21,1,1,0,0.5355,3501,1258,399,141,56,20,4,6,2,0,0,0,0,0,0
6163,11.8037,528,1686,2393,1221,250,12,0,0,1,0.5209,4027,1431,481,137,55,17,9,4,1,0,0,1,0,0,0
381,11.8189,24,110,162,67,14,1,0,0,0,0.5958,225,110,30,9,5,2,0,0,0,0,0,0,0,0,0
388,11.9278,22,104,148,83,26,0,0,0,0,0.4433,261,101,17,3,2,4,0,0,0,0,0,0,0,0,0
696,11.9741,47,157,272,171,37,4,0,0,0,0.6422,426,169,53,29,13,4,1,1,0,0,0,0,0,0,0
1075,11.8781,89,265,436,231,45,3,0,0,0,0.56,695,252,76,29,12,7,1,2,1,0,0,0,0,0,0
1485,11.8707,112,395,563,337,60,4,0,0,0,0.5259,964,358,107,33,14,5,0,3,1,0,0,0,0,0,0
2050,11.7683,193,577,777,403,70,6,0,1,0,0.5054,1325,514,142,46,18,3,1,1,0,0,0,0,0,0,0
2701,11.8238,243,712,1045,534,120,14,0,0,1,0.5927,1686,672,212,73,32,13,6,2,2,3,0,0,0,0,0
3447,11.8993,226,932,1331,741,173,14,0,3,0,0.5602,2187,845,265,97,25,16,6,2,2,1,1,0,0,0,0
4322,11.8223,360,1156,1678,877,184,11,0,0,2,0.5414,2759,1072,319,109,35,15,7,4,1,0,1,0,0,0,0
5101,11.8051,421,1421,1973,1006,204,14,0,2,1,0.485,3394,1207,337,107,27,20,3,4,1,0,1,0,0,0,0
288,11.816,22,72,110,58,13,3,0,0,0,0.5521,185,70,17,10,5,1,0,0,0,0,0,0,0,0,0
297,12.0101,20,76,103,74,21,2,0,0,0,0.5892,200,51,27,11,5,1,2,0,0,0,0,0,0,0,0
621,11.8406,60,162,231,130,31,2,0,0,0,0.525,388,170,43,13,6,0,0,1,0,0,0,0,0,0,0
953,11.8825,63,243,387,206,39,3,0,0,1,0.6034,613,203,77,38,13,4,3,2,0,0,0,0,0,0,0
1335,11.8262,101,367,518,269,56,5,0,0,0,0.5356,879,294,100,40,14,5,2,0,1,0,0,0,0,0,0
1654,11.9008,98,436,677,336,81,8,0,0,0,0.5399,1049,421,121,38,15,5,4,1,0,0,0,0,0,0,0
2029,11.8344,158,532,816,410,80,7,0,0,1,0.4889,1353,470,138,46,13,4,2,1,1,1,0,0,0,0,0
2424,11.8127,197,665,956,475,99,5,0,0,1,0.5648,1508,623,188,67,24,12,1,1,0,0,0,0,0,0,0
3018,11.8294,231,826,1193,606,114,14,0,0,0,0.501,1973,740,198,70,26,6,4,0,1,0,0,0,0,0,0
4076,11.8665,296,1083,1647,818,187,13,0,2,0,0.5527,2548,1065,302,110,26,11,10,2,0,1,0,0,1,0,0
235,11.966,12,58,97,59,6,2,0,0,0,0.5106,153,52,22,8,0,0,0,0,0,0,0,0,0,0,0
241,12.0166,19,65,71,66,19,1,0,0,0,0.6349,138,67,23,12,1,0,0,0,0,0,0,0,0,0,0
513,11.9162,44,122,195,124,23,2,0,0,0,0.4639,336,135,33,5,2,0,0,2,0,0,0,0,0,0,0
731,11.9042,37,200,293,155,35,2,0,0,0,0.4637,504,156,47,15,6,0,1,2,0,0,0,0,0,0,0
1138,11.7979,94,328,426,213,57,4,0,0,0,0.5105,731,296,70,28,6,6,0,1,0,0,0,0,0,0,0
1378,11.8498,102,384,538,284,58,3,0,0,0,0.4717,911,334,102,19,8,2,1,1,0,0,0,0,0,0,0
1769,11.9197,116,451,700,394,86,7,0,0,0,0.593,1101,441,136,51,25,9,4,2,0,0,0,0,0,0,0
2147,11.851,155,594,833,441,91,10,0,0,0,0.5682,1355,526,162,71,17,12,2,1,0,0,1,0,0,0,0
2460,11.9028,173,615,980,574,91,8,0,0,1,0.5642,1575,579,189,70,29,9,6,1,1,1,0,0,0,0,0
3182,11.7935,289,868,1238,619,123,10,0,1,0,0.4767,2116,761,211,62,19,9,1,3,0,0,0,0,0,0,0
178,12.0169,11,34,74,41,13,0,0,0,0,0.809,97,51,16,8,2,1,1,0,0,2,0,0,0,0,0
185,11.7946,15,48,78,33,8,0,0,0,0,0.627,114,44,15,7,4,1,0,0,0,0,0,0,0,0,0
469,11.9659,37,109,179,105,31,4,0,0,0,0.5437,292,123,37,12,3,2,0,0,0,0,0,0,0,0,0
598,11.8946,47,161,227,129,27,5,0,0,0,0.5452,365,167,45,16,4,1,0,0,0,0,0,0,0,0,0
853,11.8804,63,216,347,181,37,2,0,1,0,0.6073,510,244,58,23,10,3,3,1,0,1,0,0,0,0,0
1111,11.8236,85,312,437,219,47,1,0,1,0,0.613,683,259,113,35,14,7,0,0,0,0,0,0,0,0,0
1328,11.8825,95,380,504,256,78,8,0,0,0,0.4721,898,302,83,29,9,6,1,0,0,0,0,0,0,0,0
1579,11.9012,114,402,627,349,75,2,0,0,0,0.4484,1065,379,93,29,10,2,1,0,0,0,0,0,0,0,0
1832,11.9045,140,456,714,411,87,8,0,1,0,0.5049,1217,417,127,45,16,5,5,0,0,0,0,0,0,0,0
2606,11.8956,179,697,993,558,147,5,0,0,0,0.5411,1673,630,199,68,14,14,5,2,1,0,0,0,0,0,0
1080,11.7426,111,302,402,205,42,2,0,0,0,0.4806,732,238,68,30,7,3,2,0,0,0,0,0,0,0,0
1108,11.7626,100,328,405,207,48,4,0,0,0,0.556,719,266,70,29,10,8,2,2,1,1,0,0,0,0,0
3446,11.7214,338,979,1319,631,114,6,0,0,0,0.4945,2342,739,230,76,37,12,5,2,2,1,0,0,0,0,0
5587,11.681,621,1632,2029,1001,189,12,0,1,0,0.4926,3663,1375,367,120,37,17,6,2,0,0,0,0,0,0,0
8448,11.7025,838,2490,3186,1486,278,22,0,0,0,0.4922,5587,2006,565,187,73,18,8,2,1,1,0,0,0,0,0
10403,11.7506,975,2940,3998,1905,387,36,0,1,1,0.4808,6952,2429,668,241,70,28,12,2,1,0,0,0,0,0,0
10858,11.7431,1060,3107,4050,1998,440,29,1,1,0,0.4732,7328,2469,712,224,79,30,11,1,2,2,0,0,0,0,0
11196,11.7273,1145,3241,4088,2103,413,30,0,0,0,0.4783,7507,2621,699,226,91,33,11,3,3,2,0,0,0,0,0
11387,11.723,1146,3276,4242,2109,404,22,0,1,0,0.4895,7547,2684,787,242,79,26,13,6,3,0,0,0,0,0,0
11518,11.7423,1064,3384,4349,2142,403,22,0,3,1,0.5181,7549,2740,769,279,109,40,19,5,5,3,0,0,0,0,0
972,11.8447,73,265,367,220,35,1,0,0,0,0.5494,609,243,84,22,13,1,0,0,0,0,0,0,0,0,0
988,11.7217,86,323,336,198,28,3,0,0,0,0.5132,656,220,71,24,13,3,1,0,0,0,0,0,0,0,0
3047,11.7227,314,905,1107,542,125,10,0,0,0,0.4437,2075,700,192,55,22,3,0,0,0,0,0,0,0,0,0
4936,11.7204,473,1459,1823,905,175,14,0,1,0,0.4806,3294,1154,334,92,46,10,2,4,0,0,0,0,0,0,0
7952,11.7349,748,2344,2996,1453,273,25,0,0,1,0.4882,5273,1881,553,155,53,18,9,8,1,0,1,0,0,0,0
9688,11.717,971,2819,3651,1736,341,20,0,1,1,0.5262,6310,2298,694,240,86,35,14,6,1,3,0,0,1,0,0
10284,11.7164,984,3054,3836,1855,358,24,0,0,0,0.5088,6807,2363,719,239,101,32,17,3,1,1,0,1,0,0,0
10681,11.7455,1014,3062,4112,1938,392,24,0,2,0,0.5227,6986,2494,789,252,94,41,14,5,2,2,1,1,0,0,0
10872,11.7273,1037,3171,4160,1950,360,32,0,0,1,0.4953,7170,2574,786,202,93,32,9,2,3,1,0,0,0,0,0
11016,11.7517,1039,3154,4165,2119,375,22,1,0,0,0.5092,7217,2611,776,272,94,28,12,6,0,0,0,0,0,0,0
895,11.7832,86,253,317,179,38,7,0,0,0,0.4972,589,208,73,15,5,4,1,0,0,0,0,0,0,0,0
904,11.7323,82,269,337,162,37,1,0,0,0,0.5697,581,212,63,29,8,8,3,0,0,0,0,0,0,0,0
2145,11.8005,190,579,796,447,86,8,0,0,0,0.496,1409,527,133,47,20,5,3,1,0,0,0,0,0,0,0
3316,11.7428,341,925,1250,604,132,13,0,1,0,0.5416,2153,776,246,81,36,15,2,3,3,1,0,0,0,0,0
4700,11.7306,461,1345,1824,822,170,12,0,0,0,0.5066,3097,1098,331,110,41,14,6,3,0,0,0,0,0,0,0
6715,11.7596,618,1925,2527,1267,261,18,0,1,0,0.5084,4481,1504,465,160,66,22,6,4,3,3,0,1,0,0,0
8298,11.707,828,2445,3092,1492,271,27,0,0,0,0.4792,5525,1963,544,176,62,21,6,0,1,0,0,0,0,0,0
9726,11.7387,913,2837,3648,1805,359,16,1,0,0,0.5242,6292,2323,750,238,81,25,12,2,1,2,0,0,0,0,0
10276,11.7314,1030,2955,3835,1932,359,18,0,1,2,0.4987,6805,2404,689,237,93,33,10,5,0,0,0,0,0,0,0
10561,11.7298,1026,3090,3944,1944,371,28,1,0,0,0.5115,6899,2533,765,210,95,39,11,6,1,2,0,0,0,0,0
793,11.8285,63,214,300,167,32,4,0,0,0,0.6482,489,190,66,22,14,7,3,1,0,0,1,0,0,0,0
795,11.8956,63,210,295,171,44,4,0,0,0,0.3874,574,167,35,11,3,4,1,0,0,0,0,0,0,0,0
1656,11.7603,136,487,640,301,64,3,0,0,1,0.5229,1060,425,111,34,18,4,3,1,0,0,0,0,0,0,0
2273,11.8337,180,613,880,447,110,10,0,0,0,0.5667,1443,542,185,66,20,10,3,2,2,0,0,0,0,0,0
3529,11.6979,366,1040,1282,614,133,19,0,3,1,0.4525,2398,809,222,69,20,10,0,1,0,0,0,0,0,0,0
5077,11.7386,486,1439,1954,922,184,13,0,1,1,0.5588,3219,1256,380,137,48,18,10,5,3,1,0,0,0,0,0
6295,11.8224,479,1738,2446,1288,236,24,0,0,0,0.4699,4244,1436,420,134,39,11,8,3,0,0,0,0,0,0,0
7727,11.7277,762,2279,2836,1473,245,23,0,0,3,0.5193,5026,1831,580,192,64,25,5,1,1,0,2,0,0,0,0
8938,11.7249,873,2553,3423,1622,295,25,0,1,0,0.5324,5793,2176,588,221,96,39,16,6,1,1,1,0,0,0,0
9631,11.7204,968,2822,3587,1765,321,27,0,0,0,0.4929,6376,2290,647,200,66,35,6,4,5,1,0,1,0,0,0
640,11.7641,55,184,240,120,28,1,0,1,0,0.5891,395,173,37,16,15,2,2,0,0,0,0,0,0,0,0
651,11.8034,57,183,246,118,36,2,0,0,0,0.4685,433,156,46,9,5,2,0,0,0,0,0,0,0,0,0
1302,11.7811,103,413,468,242,62,2,0,0,0,0.5077,850,326,81,25,10,7,0,1,2,0,0,0,0,0,0
1629,11.6814,178,460,630,285,46,2,0,0,1,0.5506,1056,387,104,49,19,8,4,1,1,0,0,0,0,0,0
2334,11.7905,212,646,878,475,91,4,0,0,0,0.491,1527,572,164,47,19,2,2,1,0,0,0,0,0,0,0
3244,11.7725,296,907,1240,608,135,10,0,0,0,0.5089,2122,792,208,78,22,13,7,2,0,0,0,0,0,0,0
4254,11.7496,373,1233,1602,775,172,16,0,0,0,0.5522,2706,1056,310,112,38,16,12,2,0,1,1,0,0,0,0
5734,11.7759,498,1621,2220,1060,239,15,0,1,1,0.5337,3710,1353,436,147,58,20,8,2,0,0,0,0,0,0,0
6851,11.745,631,1969,2575,1287,248,21,0,0,0,0.5147,4522,1583,481,157,59,30,12,5,1,1,0,0,0,0,0
7878,11.7158,800,2281,2907,1467,265,21,0,1,1,0.4916,5216,1865,522,183,62,17,10,2,1,0,0,0,0,0,0
501,11.6527,46,145,200,79,14,2,0,0,0,0.5589,340,106,26,15,7,1,2,2,1,0,1,0,0,0,0
507,11.7337,43,160,191,86,20,1,0,0,0,0.4438,343,121,30,8,5,0,0,0,0,0,0,0,0,0,0
